IDTNS;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A2_1;A2_2;A2_3;A3;A4;E2;E4;F2_1;F2_2;F2_3;F4_1;F4_2;F4_3
13373;10;10;10;10;10;10;10;9;10;9;10; ; ; ; ; ; ; ; ; 
13392;0;0;5;5;5;5;5;7;6;5;7; ;0;0; ; ; ; ; ; 
13453;8;8;8;6;8;6;8;7;8;8;7;8; ;10; ; ; ;10;10;10
13499;2;0;3;0;0;6;5;1;10;2;2;2; ; ; ; ; ;2;2;1
13549;8;8;9;7;7;8;9;3;7;6;7;7;6; ;9;8;9; ; ; 
13784;5;3;6;2;5;5;7;8;7;8;8;7; ;3; ; ; ; ; ; 
13868;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
13869;6;8;5;5;6;6;5;8;6;8;6;6; ; ; ; ; ; ; ; 
13878;8;9;9;9;9;9;9;9;9;9;9; ;9; ; ; ; ;7;10;10
14138;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
14152;5;5;7;5;8;5;5;5;7;8;8;8; ; ; ; ; ; ; ; 
14158;5;6;5;6;6; ;8;5;6;8;8;8;8;5; ; ; ; ; ; 
14160;10;6;6;7;7;6;8;10;5;7;7; ; ; ; ; ; ; ; ; 
14174;8;8;7;7;8;7;7;6;7;9;9; ; ; ; ; ; ;9;8;8
14177;8;8;8;8;9;9;10; ; ; ; ; ; ; ; ; ; ; ; ; 
14193;7;7;5;3;3;8;8;3;7;9;7; ; ;3;8;8;8; ; ; 
14195;5;6;7;8;7;6;6;7;6;7;7; ; ;5; ; ; ; ; ; 
14197;10;7;5;5;5;9;10;7;7;10;8; ; ;8; ; ; ;4;8;4
14211;5;5;5;3;3;6;5;8;5;8;8; ; ; ; ; ; ;10;10;10
14224;10;9;10;8;10;10;10; ; ; ; ;10; ; ; ; ; ;10;10;10
14239;0;3;10;3;0;3;3;10;10;10;10; ; ; ;10;10;10; ; ; 
14264;9;10;7;7;8;9;10;10; ;10;10; ; ;5; ; ; ;9;9;9
14273;8;8;7;4;8;7;7;5;6;8;8;6; ; ; ; ; ;7;7;8
14286;8;4;3;10;3;4;5;6;3;5;5; ; ;6; ; ; ; ; ; 
14293;7;8;7;7;6;7;7;5;7;7;7; ; ; ; ; ; ; ; ; 
14294;9;10;9;10;10;7;9; ; ; ; ;9; ; ; ; ; ;10;10;10
14324;6;7;9;8;6;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
14332;10;10;10;8;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
14338;8;8;8;7;7;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
14351;9;10;8;6;8;8;10; ; ; ; ; ; ; ; ; ; ; ; ; 
14367;8;8;7;8;7;10;10;10;10;10;9; ; ;10; ; ; ; ; ; 
14417;5;5;8;7;5;5;10;10;6;10;5;8;8; ; ; ; ; ; ; 
14422;2;4;5;1;2;1;3;8;0;1;1; ;5;5; ; ; ;10;10;2
14528;5;7;5;3;4;5;5; ; ; ; ; ; ; ; ; ; ; ; ; 
14542;10;10;10;10;10;10;10;10;10;10;10; ; ; ;10;10;10; ; ; 
14551;10;10;10;10;10;10;10;10;10;10;10; ;10;10; ; ; ;10;10;10
14553;10;10;10;8;5;5;4;10;10;10;10;8; ; ; ; ; ; ; ; 
14649;5;0;3;0;4;8;8;8;0;5;8; ; ;6; ; ; ;5;5;4
14658;7;3;5;2;4;3;5; ; ; ; ; ; ;6; ; ; ;9;6;5
14691;0;5;10;10;8;2;0; ; ; ; ; ;0;0; ; ; ; ; ; 
14712;1;5;5;5;5;10;5; ; ; ; ;5;3; ; ; ; ;5;5;7
14714;10;6;7;7;5;10;10; ; ; ; ;10; ; ; ; ; ;10;10;8
14716;10;8;10;10;9;10;10;10;10;10;10;8; ; ; ; ; ; ; ; 
14735;6;7;5;5;4;8;7;7;8;7;8;7; ; ; ; ; ; ; ; 
14740;7;6;6;4;6;8;8;5;0;7;7;4; ; ; ; ; ; ; ; 
14742;5;6;8;8;4;8;6;0;5;6;6; ;8;10; ; ; ; ; ; 
14761;8;5;7;5;5;10;10; ; ; ; ; ;10; ; ; ; ; ; ; 
14783;3;5;3;4;4;3;3;3;3;3;3; ; ; ; ; ; ; ; ; 
14785;8;8;6;6;7;9;9;9;9;9;9; ; ; ; ; ; ;8;7;7
14791;9;7;7;8;8;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
14793;4;5;6;6;5;3;3;4;4;5;5; ;4;3; ; ; ; ; ; 
14813;5;4;3;3;4;4;4;3;5;6;4; ;5;4;5;5;5;5;4;4
14839;3;0;0;1;0;0;5;5;0;4;3; ;5; ; ; ; ;5;6;2
14851;3;3;0;0;5;8;8;5;6;8;5;5;5;8; ; ; ;5;5;2
14860;5;5;7;7;3;4;7;7;5;3;5; ;4;5; ; ; ; ; ; 
14869;10;10;10;10;10;10;10;10;10;10;10;10;10;10; ; ; ;10;10;10
14887;6;6;8;6;7;5;5;6;7;8;8; ; ; ;8;7;5; ; ; 
14902;10;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; 
14906;8;7;5;3;5;7; ;7;5;8;7;7; ; ; ; ; ; ;7;5
14932;0;4;0;0;0;3;2;7;7;5;6; ; ;0; ; ; ;6;5;6
14935;10;5;7;3;3;10;10;10;0;10;7; ; ; ; ; ; ;10;10;8
14981;10;10;10;10;7;10;10; ;10;10;10; ; ; ; ; ; ; ; ; 
15003;2;0;3;1;1;5;7;0;5;10;6; ; ;0; ; ; ; ; ; 
15036;7;5;7;7;7;5;5; ; ; ; ;7; ; ; ; ; ; ; ; 
15054;5;4;4;3;3;5;5;3;3;5;4;4;5; ;5;5;7;3;3;4
15059;10;9;9;9;9;8;8;9;9;9;9;9;8;7; ; ; ;10;10;10
15072;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ;10;10;10
15080;8;10;10;9;9;10;8;7;8;2;8;9; ;10; ; ; ;10;10;10
15111;5;0;5;3;5;3;6;3;5;5;3; ;3; ; ; ; ;3;3;3
15116;4;6;5;5;3;5;7;7;8;8;8; ;4; ; ; ; ;8;5;8
15118;7;9;8;8;9;7;0;5;3;5;7; ;7;8; ; ; ;0;0;8
15120;10;10;9;8;9;10;10;10;10;10;10; ; ;8; ; ; ; ; ; 
15129;5;4;3;3;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; 
15137;10;10;10;10;10;10;10;8;10;9;10; ; ; ; ; ; ; ; ; 
15157;8;8;10;8;8;10;10; ; ; ; ; ; ;5;10;10;10; ; ; 
15212;6;10;8;10;8;8;7;6;8;8;8; ; ;7; ; ; ; ; ; 
15220;5;0;0;0;0;3;5; ; ; ; ;0; ; ; ; ; ;0;0;0
15240;8;8;8;10;8;8;6;4;8;9;8; ; ; ; ; ; ;5;10;10
15241;10;8;5;3;2;8;10;10;10;10;10;10;10; ; ; ; ;6;5;8
15261;10;5;10;5;5;5;7;5;5;5;5;5; ; ; ; ; ; ; ; 
15265;10;10;10;0;10;10;10;10;10;10;10; ; ; ; ; ; ;10;10;10
15267;8;8;7;8;8;7;6;9;9;9;9;8; ;9;10;10;10;10;8;9
15286;5;5;5;5;5;6;5;5;6;7;7;4; ;5; ; ; ;7;7;7
15287;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; 
15332;10;10;8;7;7;10;10;7;10;10;9;9; ; ; ; ; ; ; ; 
15334;6;7;8;6;7;8;8;8;8;9;9; ;10; ; ; ; ; ; ; 
15357;8;10;7;7;6;10;10;5;7;10;10; ; ; ; ; ; ; ; ; 
15361;8;7;7;6;8;7;8;6;7;8;10;7; ; ; ; ; ; ; ; 
15376;9;8;9;8;6;10;9;6;10;9;9;9; ; ;8;8;10; ; ; 
15394;5;5;5;2;4;5;4;8;9;8;8; ; ;6; ; ; ; ; ; 
15403;10;10;10;10;7;4;10; ; ; ; ; ; ; ; ; ; ; ; ; 
15427;0;10;10;0;0;0;10;10;10;10;10;10; ; ; ; ; ; ; ; 
15432;9;8;8;8;8;10;8;5;7;8;9; ;8;10; ; ; ; ; ; 
15447;0;0;0;0;0;2;2;2;2;2;0; ; ;0; ; ; ;5;5;0
15466;7;5;3;3;5;8;8;10;5;8;9; ; ; ; ; ; ;6;6;5
15469;9;9;9;10;9;8;8;8;9;9;9; ; ;9;8;9;9;8;9;8
15518;4;7;7;5;2;10;5;8;5;10;10; ;10; ; ; ; ;8;8;8
15532;8;9;9;7;9;8;10;8;9;8;6; ; ; ; ; ; ; ; ; 
15539;7;8;7;7;8;9;9;8;9;9;9; ; ;7; ; ; ; ; ; 
15542;10;10;10;10;10;10;10;10;10;10;10;10; ;10; ; ; ; ; ; 
15546;7;0;5;5;5;5;3;0;0;0;3; ; ; ; ; ; ; ; ; 
15549;8;8;8;6;6;8;8;7;9;7;9;9; ;9; ; ; ; ; ; 
15575;5;5;0;0;0;8;8;10;3;7;10; ; ; ; ; ; ;10;3;1
15720;8;8;7;6;7;8;8;7;8;8;9;9; ; ; ; ; ; ; ; 
16025;5;5;10;10;10;5;5;10;10;10;10;10; ; ; ; ; ;10;10;10
16044;7;5;9;5;8;6;6; ; ; ; ; ; ; ; ; ; ; ; ; 
16202;8;7;8;8;7;7;8;8;8;8;8;8; ;8; ; ; ;8;9;8
16203;10;10;10;5;10;10;10;10;10;10;10; ;10;10;10;10;10;10;10;10
16208;9;9;9;6;9;9;9; ; ; ; ; ; ; ; ; ; ; ; ; 
16235;10;8;8;6;5;10;10; ; ; ; ; ; ; ; ; ; ;8;5;8
16265;5;7;3;3;2;9;8; ; ; ; ;9; ; ; ; ; ; ; ; 
16267;8;6;6;8;5;7;8;6;8;8;8; ; ; ; ; ; ;8;8;8
16326;8;5;2;3;2;8;8; ; ; ; ; ; ; ; ; ; ; ;5;8
16328;6;5;5;3;6;7;5; ; ; ; ; ;5; ; ; ; ; ; ; 
16406;10;8;10;10;10;10;10;10;10;10;6; ; ; ; ; ; ; ; ; 
16417;10;9;10;8;9;9;10; ; ; ; ; ; ; ; ; ; ; ; ; 
16432;8;6;7;5;6;8;8; ; ; ; ;7; ;4; ; ; ;8;8;8
16434;7;8;6;5;6;7;8; ; ; ; ;8; ; ; ; ; ; ; ; 
16449;8;6;8;6;5;3;4;4;6;7;8; ;1; ; ; ; ; ; ; 
16459;2;5;9;10;8;8;2;5;5;10;8;5; ;10; ; ; ;1;5;10
16464;4;4;3;3;4;4;3; ; ; ; ; ; ; ; ; ; ;10;10;10
16468;9;9;9;8;8;8;8;9;10;9;10;8; ; ; ; ; ; ; ; 
16479;5;6;5;4;2;8;8;8;9;10;9;7;8; ; ; ; ; ; ; 
16488;8;7;7;5;6;8;8;8;7;9;8; ; ; ; ; ; ;8;10;9
16491;8;8;7;7;7;6;7;7;7;7;7; ;7;7; ; ; ; ; ; 
16496;6;5;0;10;8;7;9;10;1;5;7;5; ; ;10;8;10;8;10;7
16506;0;10;0;0;0;10;10;10;10;10;10;10;10; ; ; ; ;8;10;7
16511;5;2;8;7;8;0;6;8;7;10;8; ; ; ;7;10;8; ; ; 
16520;5;0;0;0;0;5;5;8;8;8;8;5; ;8; ; ; ;5;5;0
16521;8;7;8;8;8;7;7;5;5;8;3; ;5; ; ; ; ; ; ; 
16541;10;10;10;7;10;10;10;7;7;9;8;10; ;10; ; ; ; ; ; 
16594;7;8;7;10;6;7;7;6;8;9;9; ; ; ; ; ; ; ; ; 
16636;7;10;10;9;9;7;5; ; ; ; ;8;7; ; ; ; ; ; ; 
16663;8;4;6;3;5;10;8;9;9;9;9;9; ; ; ; ; ;8;8;8
16673;9;10;3;5;5;10;10;10;10;10;10; ; ; ; ; ; ;10;10;10
16700;8;5;8;4;8;7;10;8;10;10;10; ; ;10; ; ; ;9;9;10
16708;7;7;8;9;7;7;9; ; ; ; ;7;8; ; ; ; ;8;8;8
16712;7;7;7;7;6;7;8;8;9;9;10; ; ; ; ; ; ; ; ; 
16721;2;10;9;7;8;0;2;7;9;9;10; ;8;0; ; ; ; ; ; 
16743;7;7;6;5;5;7;8;7;8;10;10; ; ;8; ; ; ;6;6;8
16761;6;4;3;4;4;3;3;5;5;8;8;3; ; ;5;6;8;8;8;8
16764;8;10;8;5;8;8;7;6;4;4;6; ; ; ; ; ; ;6;4;6
16771;5;3;1;1;5;5;5;5;5;6;6; ; ; ; ; ; ; ; ; 
16779;10;10;10;10;10;10;10;8;10;10;10;10; ; ; ; ; ; ; ; 
16787;10;10;10;10;7;10;10;8;10;10;10;8;8;5; ; ; ;10;10;10
16815;9;8;7;6;6;6;8;8;10;10;8;8;7;7; ; ; ;8;10;10
16850;8;7;7;7;7;8;8;10;9;9;9; ;8; ; ; ; ; ; ; 
16869;10; ;10; ;10;10;10;9;10;10;10; ; ;10; ; ; ; ; ; 
16880;9;9;7;5;7;10;9; ; ; ; ; ;7; ; ; ; ; ; ; 
16899;3;0;0;0;1;0;5;10;5;10;10; ; ; ; ; ; ; ; ; 
16910;8;10;8;10;10;5;8;10;10;10;8;10; ; ; ; ; ; ; ; 
16924;8;10;10;10;5;8;10;8;10;8;8; ; ; ; ; ; ;10;10;10
16943;6;8;8;8;7;5;4;6;8;8;6;8; ; ; ; ; ;9;10;10
16953;6;8;9;8;9;5;8;5;5;7;7; ; ; ; ; ; ; ; ; 
16956;0;0;0;0;0;0;7;8;5;8;8; ; ;0; ; ; ;10;10;3
16965;4;5;6;6;4;4;4;10;10;8;8; ;8; ; ; ; ; ; ; 
16969;8;8;5;5;5;7;7;2;5;5;7; ; ; ; ; ; ; ; ; 
16972;8;7;3;3;3;9;9;2;5;8;7; ; ; ; ; ; ; ; ; 
16975;6;8;8;8;8;6;6;5;8;8;8;8; ;6; ; ; ;8;8;8
16985;7;8;8;7;8;9;8; ; ; ; ; ; ; ; ; ; ; ; ; 
16997;8;8;9;9;7;8;8;7;7;8;8;8;8; ; ; ; ; ; ; 
17005;7;8;7;5;5;5;9; ; ; ; ; ;7; ; ; ; ;5;8;8
17016;5;5;6;4;5;8;8;8;7;8;8; ; ; ; ; ; ; ; ; 
17058;10;10;10;9;10;10;10;9;5;10;10; ; ; ; ; ; ; ; ; 
17077;10;10;10;9;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
17094;9;8;9;9;6;5;6;9;9;9;9; ; ; ; ; ; ;9;10;9
17095;2;2;3;8;1;1;5; ; ; ; ; ;5;7; ; ; ; ; ; 
17106;10;5;5;8;5;10;8; ; ; ; ;5; ; ; ; ; ;8;10;8
17109;4;4;0;0;2;6;5;0;0;10;5;8; ; ;10;10;10;8;8;8
17116;10;10;10;10;10;10;9;9;9;9;9; ; ;10;9;10;10;9;9;10
17128;5;0;7;7;5;5;7; ; ; ; ;6; ; ; ; ; ; ; ; 
17169;0;9;0;0;3;5;5;0;0;8;5; ;3; ; ; ; ;6;0;0
17170;4;4;8;3;3;8;7; ; ; ; ; ;4;4; ; ; ;7;8;8
17215;9;8;7;5;7;10;8; ; ; ; ;10; ; ; ; ; ;10;10;9
17244;0;0;5;0;4;10;5;5;10;10;10; ;0; ; ; ; ;10;10;0
17283;3;7;5;3;4;7;8;5;4;8;8;7; ; ; ; ; ; ; ; 
17341;0;0;0;0;0;5;5; ; ; ; ;3; ; ; ; ; ;4;3;7
17344;10;8;7;7;8;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
17345;8;8;9;8;6;7;8;9;9;6;8;8; ; ; ; ; ; ; ; 
17349;6;4;5;4;5;10;8;0;5;5;5; ;8;10; ; ; ;10;10;10
17350;5;5;5;5;4;5;7;5;5;5;5; ; ; ; ; ; ; ; ; 
17358;6;8;6;8;8;5;5;6;5;6;6; ;6;5; ; ; ; ; ; 
17387;10;10;10;10;10;10;10;9;8;8;8; ;9; ; ; ; ; ; ; 
17400;10;5;5;5;10;10;10;10;10;5;10; ; ; ; ; ; ;7;10;7
17403;5;5;7;4;5;7;5;10;10;3;3;5; ;5; ; ; ;5;5;5
17405;3;6;7;4;4;4;4;5;7;6;9; ; ; ; ; ; ; ; ; 
17474;5;5;2;3;3;5;8;10;10;10;10; ; ;10; ; ; ; ; ; 
17490;8;9;10;8;10;7;7;7;8;9;8;9; ; ;9;8;10;9;9;10
17872;6;7;8;8;7;9;8;7;7;9;9; ; ;8; ; ; ; ; ; 
18090;10;9;8;8;10;10;10;10;10;10;10;8; ; ; ; ; ; ; ; 
18429;7;8;8;6;6;8;9;7;7;8;9;9; ; ; ; ; ;8; ;8
18515;7;5;8;6;5;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
18549;7;3;4;4;4;7;7; ; ; ; ;9;9;7; ; ; ;5;6;7
18590;8;7;6;7;6;8;7; ; ; ; ;8; ; ; ; ; ; ; ; 
18597;10;8;8;7;7;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
18616;5;3;5;0;2;7;7;7;8;7;7; ; ; ; ; ; ; ; ; 
18650;8;8;8;7;8;8;8;7;7;8;8; ; ; ; ; ; ; ; ; 
18676;7;7;8;4;6;8;10;8;5;7;9; ; ;3; ; ; ; ; ; 
18772;10;10;10;8;10;8;8;8;10;10;10;8; ; ; ; ; ; ; ; 
18777;8;9;8;8;8;8;8; ; ; ; ;8; ; ;9;8;9; ; ; 
18795;6; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
18814;1;1;2;0;1;1;1; ; ; ; ; ; ; ; ; ; ;3;1;2
18836;7;8;8;9;9;10;10;9;10;9;8; ; ;10;10;10;10;10;9;9
18848;8;9;9;8;9;9;8;7;9;9;8;8; ; ; ; ; ; ; ; 
18883;7;7;6;7;7;1;10;7;5;8;8;7;7; ; ; ; ; ; ; 
18957;10;9;9;8;10;8;10;5;6;10;10; ; ; ; ; ; ;9;10;10
19005;9;8;6;8;7;7;8;2;7;8;9;8;8; ; ; ; ; ; ; 
19012;7;8;8;7;7;5;8;8;8;8;8;7;8;8; ; ; ; ; ; 
19017;8;8;9;8;7;9;9;5;8;9;8; ; ; ; ; ; ; ; ; 
19027;10;8;10;10;10;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
19045;8;8;9;9;9;9;9;8;8;8;8;8; ; ; ; ; ; ; ; 
19054;4;4;4;4;4;5;6;7;7;8;8; ; ;5; ; ; ;8;7;4
19072;10;5;3;3;3;7;5;10;3;10;10; ; ; ; ; ; ; ; ; 
19091;7;6;7;7;5;5;8;7;6;7;7; ; ; ; ; ; ; ; ; 
19108;5;10;7;5;5;7;10;0;0;5;3; ;7;8; ; ; ;8;8;8
19121;9;8;9;8;8;9;9; ; ; ; ;9;10; ; ; ; ;10;10;9
19184;8;7;8;7;8;8;8;8;8;8;9;9;8;7; ; ; ; ; ; 
19206;8;7;10;10;6;5;8; ; ; ; ; ; ; ; ; ; ; ; ; 
19209;5;6;4;2;4;5;5;5;5;7;7;4;5; ; ; ; ;10;7;7
19261;10;10;10;10;9;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
19277;9;9;8;8;7;9;9;7;4;9;8; ; ; ; ; ; ;8;8;9
19351;10;5;10;10;5;10;10;7;10;9;10;10;10; ; ; ; ;10;10;5
19397;8;8;9;6;7;8;8; ; ; ; ; ; ;10; ; ; ; ; ; 
19402;0;0;0;0;0;0;1;2;10;5;5; ;0; ; ; ; ;5;5;5
19412;6;3;5;6;5;10;10;9;2;10;10;10; ; ; ; ; ; ; ; 
19422;7;7;7;7;7;9;9;8;8;7;8;8; ; ; ; ; ;7;7;7
19427;10;7;3;3;5;8;8;6;8;8;8; ; ;10; ; ; ; ; ; 
19454;5;3;9;8;3;7;10;8;10;7;9; ; ; ; ; ; ; ; ; 
19456;5;5;4;3;4;7;6;3;3;4;5;5; ; ; ; ; ;7;7;7
20084;10;10;5;4;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
23879;7;5;6;5;5;10;6;7;7;7;6; ; ; ;7;8;2; ; ; 
23891;6;8;9;9;9;8;6;5;7;7;7; ; ; ; ; ; ;8;9;9
23893;8;4;6;7;9;10;10;7;8;7;9;9; ; ; ; ; ;5;8;5
23894;6;6;4;3;4;5; ;5;6;7;7; ; ; ; ; ; ;7;7;8
23904;9;9;7;7;7;8;10;7;7;8;9; ; ;8; ; ; ;7;7;8
23906;10;8;7;7;9;8;9; ; ; ; ; ; ;10;10;10;10;9;9;10
23931;10;8;8;8;5;10;10; ; ; ; ;5; ;10; ; ; ; ; ; 
23946;6;4;6;5;7;10;4;7;3;8;6;7; ;9;7;4;10;7;10;7
23954;10;10;10;10;10;10;10;10; ;10;10; ; ; ; ; ; ; ; ; 
23970;10;10;8;9;8;8;10; ; ; ; ; ; ; ; ; ; ; ; ; 
23971;8;8;8;8;8;10;10;9;9;9;9; ; ; ; ; ; ;8;8;8
23972;10;10;8;8;7;8;10;5;7;7;7; ; ;8;7;7;10;10;8;8
23974;10;10;10;10;10;10;10;10;10;10;10; ; ;10; ; ; ;10;10;10
23984;9;8;9;9;9;9;9;7;8;8;8;9; ; ; ; ; ; ; ; 
24000;10;8;7;7;9;10;10;10;8;10;10;8; ; ; ; ; ; ; ; 
24015;7;8;7;8;6;8;7;6;5;6;7; ; ; ;9;8;9; ; ; 
24022;10;6;9;9;7;10;10;8;8;10;9;10; ; ; ; ; ; ; ; 
24033;10;0;10;0;0;10;10; ; ; ; ; ; ; ;10;10;10; ; ; 
24043;7;7;8;6;6;8;9;8;8;9;8;0; ; ; ; ; ; ; ; 
24063;8;9;10;10;10;10;10;10;10;10;10; ; ;9;10;10;10; ; ; 
24067;8;8;8;7;9;10;7;5;4;6;5; ; ; ; ; ; ;8;8;8
24090;10;10;9;10;9;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24094;10;10;10;10;10; ;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24102;10;10;10;10;8;10;10;10;10;10;10; ; ; ; ; ; ;10;10;10
24110;9;8;7;8;6;9;9; ; ; ; ; ;9;8;6;6;8; ; ; 
24126;10;10;10;7;8;10;7; ; ; ; ; ;7; ; ; ; ;7;7;7
24139;9;7;8;6;7;6;9;10;7;9;9;5; ;5; ; ; ;5;7;8
24149;9;8;7;8;6;8;8;1;2;5;6; ; ; ; ; ; ;4;4;8
24157;3;3;5;5;5;10;7;5;4;3; ; ;4; ;4;3;6;4;3;7
24160;10;5;7;5;7;10;10; ; ; ; ;10; ;10;10;10;10; ; ; 
24162;7;6;8;7;5;8;8; ; ; ; ; ; ; ; ; ; ;9;9;9
24178;10;10;6;7;10;10;8;9;9;8;9; ; ; ;10;9;7;10;10;6
24179;8;9;9;9;9;8;9; ; ; ; ; ; ; ; ; ; ; ; ; 
24182;8;8;9;9;9;10; ; ; ; ; ; ;7; ; ; ; ;6;9;6
24184;9;10;10;10;8;9;9; ; ; ; ; ; ;9; ; ; ; ; ; 
24186;5;5;5;4;3;3;3; ; ; ; ; ;5; ; ; ; ; ; ; 
24190;10;9;8;8;6;9;10;9;9;9;9;9; ;10; ; ; ;7;7;7
24201;8;7;8;8;6;10;9; ; ; ; ; ; ;7;8;9;9; ; ; 
24207;6;7;7;5;5;6;4; ; ; ; ; ; ; ; ; ; ; ; ; 
24216;10;3;0;1;1;5;10;0;5;10;10; ; ;5; ; ; ;4;4;1
24217;10;10;10;10;10;10;10; ; ; ; ;10; ; ; ; ; ; ; ; 
24225;9;8;8;8;9;10;10; ; ; ; ; ; ; ;10;10;10; ; ; 
24245;9;9;7;7;8;10;9;7;8;7;8;6; ; ;7;9;9; ; ; 
24270;8;5;6;5;7;9;4;8;3;5;7; ; ; ; ; ; ;4;2;0
24279;7;9;9;9;8;10;9; ; ; ; ; ; ;10; ; ; ;10;10;10
24282;8;5;8;7;6;10;5;0;5;7;7;7; ;0; ; ; ; ; ; 
24369;8;5;5;5;6;4;6;7;5;5;7;8; ;8;7;8;6;8;7;5
24377;10;7;7;8;8;10;10;7;8;10;10; ; ; ; ; ; ;9;10;10
24464;10;8;0;0;0;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24471;10;10;10;9;9;10;9; ; ; ; ; ; ; ; ; ; ; ; ; 
24492;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24494;10;8;8;6;7;0;0;7;8;10;8;7;6;8; ; ; ;1;0;10
24500;5;7;9;9;9;8;0; ; ; ; ; ; ; ; ; ; ;9;9;9
24518;10;10;10;10;10;10;10;7;10;10;10;10;10;10;10;10;10; ; ; 
24528;10;9;8;8;5;10;9; ; ; ; ; ; ; ; ; ; ; ; ; 
24529;9;9;9;9;8;10;9;9;9;10;9; ; ;9;9;9;9; ; ; 
24558;10;10;10;8;8;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24570;8;9;8;7;8;2;0; ; ; ; ; ; ; ;2;2;10; ; ; 
24573;10;10;10;9;10;10;7;8;10;10;9; ; ;10; ; ; ;8;10;9
24604;10;10;10;9;9;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
24611;0;0;0;0;2;0;0;0;0;2;0; ;0;0; ; ; ;4;3;3
24632;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24650;8;8;9;9;7;6;7; ; ; ; ; ; ; ; ; ; ; ; ; 
24680;10;9;9;9;10;10;10;9;9;9;9;9;10; ;9;9;10; ; ; 
24691;8;10;9;9;9;8;8;8;8;8;9;9; ; ;8;9;8; ; ; 
24709;8;2;5;2;5;8;1; ; ; ; ; ; ; ; ; ; ;9;10;7
24744;5;10;10;10;10;10;6;10;10;10;10; ; ; ; ; ; ; ; ; 
24753;10;10;8;7;8;9;9; ; ; ; ; ;8; ;9;9;10; ; ; 
24764;8;7;3;4;5;8;9;7;3;8;9; ; ; ;3;7;9;4;7;8
24769;9;10;10;10;10;9;9;9;9;9;9; ;0;5;8;10;10;0;0;0
24781;9;10;9;7;8;10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
24790;5;7;5;6;7;7;6;4;5;5;8;8; ; ; ; ; ;5;7;6
24814;10;10;10;9;9;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24818;8;7;8;9;8;8;8; ; ; ; ;7; ; ; ; ; ; ; ; 
24821;9;6;10;6;6;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24829;7;8;8;8;9;8;8; ; ; ; ; ;7;8;8;8;8; ; ; 
24835;9;8;10;7;9;9;9; ; ; ; ; ; ; ;9;9;10; ; ; 
24837;10;10;9;10;10;10;10; ; ; ; ; ; ;9; ; ; ;10;9;9
24847;10;10;10;10;10;10;10; ; ; ; ;10;10; ; ; ; ; ; ; 
24852;9;9;9;8;8;9;9; ; ; ; ; ; ; ; ; ; ; ; ; 
24856;10;10;10;0;10;10;10;10;10;10;10; ; ;10;10;10;10; ; ; 
24889;10;9;10;10;9;10;8;9;5;9;9; ; ; ;8;10;10;10;10;10
24892;10;9;9;9;8;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24894;6;8;6;7;9;9;9; ; ; ; ; ; ; ; ; ; ; ; ; 
24898;0;0;0;0;0;5;5; ; ; ; ; ;0;6;5;9;6; ; ; 
24911;10;10;10;9;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
24934;10;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; 
24935;6;6;6;6;5;10;8;9;6;7;10;7;7;6; ; ; ;7;7;6
24938;8;9;9;7;9;9;5;10;5;10;8; ; ; ; ; ; ; ; ; 
24946;8;8;8;8;7;9;8;8;8;7;8; ; ; ; ; ; ;8;10;8
24949;8;7;10;9;7;10;9; ; ; ; ;9;7; ;5;1;8; ; ; 
24953;8;8;9;9;9;8;9; ; ; ; ; ; ;8;9;8;9;8;9;9
24958;8;9;10;7;8;8;10; ; ; ; ; ;9; ; ; ; ;8;8;9
